od_id,src_lat,src_lng,dst_lat,dst_lng,src_anchor,dst_anchor,scenario,status,error,distance_km,duration_min,overhead_pct,calc_time_sec,danger_zones_crossed,danger_exposure_m,entered_danger_zone,warning_zones_crossed,warning_exposure_m,entered_warning_zone
56,40.723321,-74.00321,40.765838,-73.97476,SoHo,Central Park South,nypd,ok,,6.74,80.9,15.81,2.122,0,0.0,False,3,470.7,True
56,40.723321,-74.00321,40.765838,-73.97476,SoHo,Central Park South,airbnb,ok,,6.04,72.5,3.78,4.684,5,1499.9,True,0,0.0,False
57,40.807496,-73.947036,40.706337,-73.99674,Harlem (125th St),Brooklyn Bridge (Mnh),baseline,ok,,14.68,101.6,0.0,0.543,1,1072.1,True,9,292.8,True
57,40.807496,-73.947036,40.706337,-73.99674,Harlem (125th St),Brooklyn Bridge (Mnh),nypd,ok,,14.79,102.9,0.75,1.96,0,0.0,False,7,298.7,True
57,40.807496,-73.947036,40.706337,-73.99674,Harlem (125th St),Brooklyn Bridge (Mnh),airbnb,ok,,16.0,117.4,8.99,5.066,3,1627.3,True,0,0.0,False
58,40.780412,-73.965473,40.759932,-73.976516,The Met (Museum Mile),Rockefeller Center,baseline,ok,,2.65,31.8,0.0,0.527,1,363.7,True,0,0.0,False
58,40.780412,-73.965473,40.759932,-73.976516,The Met (Museum Mile),Rockefeller Center,nypd,ok,,3.22,38.7,21.51,1.311,0,0.0,False,0,0.0,False
58,40.780412,-73.965473,40.759932,-73.976516,The Met (Museum Mile),Rockefeller Center,airbnb,ok,,2.65,31.8,0.0,2.376,1,363.7,True,0,0.0,False
59,40.759908,-73.979875,40.767545,-73.980044,Rockefeller Center,Central Park South,baseline,ok,,1.16,13.9,0.0,0.496,0,0.0,False,0,0.0,False
59,40.759908,-73.979875,40.767545,-73.980044,Rockefeller Center,Central Park South,nypd,ok,,1.12,13.4,-3.45,1.045,0,0.0,False,0,0.0,False
59,40.759908,-73.979875,40.767545,-73.980044,Rockefeller Center,Central Park South,airbnb,ok,,1.16,13.9,0.0,2.427,0,0.0,False,0,0.0,False
60,40.706287,-74.013852,40.738505,-74.008779,Wall Street,High Line (Whitney),baseline,ok,,3.79,45.5,0.0,0.513,1,928.1,True,0,0.0,False
60,40.706287,-74.013852,40.738505,-74.008779,Wall Street,High Line (Whitney),nypd,ok,,3.79,45.5,0.0,1.342,1,928.1,True,0,0.0,False
60,40.706287,-74.013852,40.738505,-74.008779,Wall Street,High Line (Whitney),airbnb,ok,,3.79,45.5,0.0,3.381,1,928.1,True,0,0.0,False
61,40.70959,-74.003488,40.736587,-73.98962,South Street Seaport,Union Square,baseline,ok,,3.49,41.9,0.0,0.495,2,744.2,True,0,0.0,False
61,40.70959,-74.003488,40.736587,-73.98962,South Street Seaport,Union Square,nypd,ok,,3.58,43.0,2.58,1.289,1,371.3,True,0,0.0,False
61,40.70959,-74.003488,40.736587,-73.98962,South Street Seaport,Union Square,airbnb,ok,,3.49,41.9,0.0,3.096,2,744.2,True,0,0.0,False
62,40.742264,-74.00666,40.708913,-74.002965,Chelsea Market,South Street Seaport,baseline,ok,,4.25,50.9,0.0,0.568,2,364.1,True,0,0.0,False
62,40.742264,-74.00666,40.708913,-74.002965,Chelsea Market,South Street Seaport,nypd,ok,,4.37,52.4,2.82,1.48,0,0.0,False,0,0.0,False
62,40.742264,-74.00666,40.708913,-74.002965,Chelsea Market,South Street Seaport,airbnb,ok,,4.25,50.9,0.0,3.645,2,364.1,True,0,0.0,False
63,40.772244,-73.980304,40.811166,-73.94621,Lincoln Center,Harlem (125th St),baseline,ok,,5.54,66.5,0.0,0.517,2,769.3,True,6,326.8,True
63,40.772244,-73.980304,40.811166,-73.94621,Lincoln Center,Harlem (125th St),nypd,ok,,5.8,69.7,4.69,1.756,0,0.0,False,4,24.9,True
63,40.772244,-73.980304,40.811166,-73.94621,Lincoln Center,Harlem (125th St),airbnb,ok,,6.08,73.0,9.75,3.798,2,503.7,True,0,0.0,False
64,40.766518,-73.979138,40.702677,-73.988025,Central Park South,DUMBO,baseline,ok,,8.49,101.8,0.0,0.599,5,2928.3,True,5,518.5,True
64,40.766518,-73.979138,40.702677,-73.988025,Central Park South,DUMBO,nypd,ok,,11.13,87.2,31.1,1.982,0,0.0,False,1,21.0,True
64,40.766518,-73.979138,40.702677,-73.988025,Central Park South,DUMBO,airbnb,ok,,12.08,99.9,42.29,5.325,1,661.5,True,0,0.0,False
65,40.729036,-73.995574,40.759293,-73.984704,Washington Square Park,Times Square,baseline,ok,,3.67,44.0,0.0,0.501,4,2033.7,True,3,329.5,True
65,40.729036,-73.995574,40.759293,-73.984704,Washington Square Park,Times Square,nypd,ok,,4.07,48.8,10.9,1.501,1,675.2,True,2,103.0,True
65,40.729036,-73.995574,40.759293,-73.984704,Washington Square Park,Times Square,airbnb,ok,,4.1,49.2,11.72,3.766,4,1190.8,True,0,0.0,False
66,40.721551,-74.001316,40.704792,-74.012097,SoHo,Wall Street,baseline,ok,,2.27,27.3,0.0,0.533,2,1477.3,True,2,119.0,True
66,40.721551,-74.001316,40.704792,-74.012097,SoHo,Wall Street,nypd,ok,,2.27,27.3,0.0,1.204,2,1477.3,True,2,119.0,True
66,40.721551,-74.001316,40.704792,-74.012097,SoHo,Wall Street,airbnb,ok,,2.29,27.5,0.88,2.575,2,1498.7,True,0,0.0,False
67,40.757822,-73.982167,40.754748,-73.97748,Times Square,Grand Central,baseline,ok,,0.62,7.5,0.0,0.482,0,0.0,False,0,0.0,False
67,40.757822,-73.982167,40.754748,-73.97748,Times Square,Grand Central,nypd,ok,,0.62,7.5,0.0,1.048,0,0.0,False,0,0.0,False
67,40.757822,-73.982167,40.754748,-73.97748,Times Square,Grand Central,airbnb,ok,,0.62,7.5,0.0,1.927,0,0.0,False,0,0.0,False
68,40.764819,-73.975327,40.750492,-73.975969,Central Park South,Grand Central,baseline,ok,,2.14,25.7,0.0,0.537,2,698.6,True,0,0.0,False
68,40.764819,-73.975327,40.750492,-73.975969,Central Park South,Grand Central,nypd,ok,,2.38,28.5,11.21,1.173,1,417.2,True,0,0.0,False
68,40.764819,-73.975327,40.750492,-73.975969,Central Park South,Grand Central,airbnb,ok,,2.14,25.7,0.0,2.106,2,698.6,True,0,0.0,False
69,40.694513,-73.996924,40.752351,-73.978941,Brooklyn Heights Prom.,Grand Central,baseline,ok,,9.6,68.9,0.0,0.488,1,203.1,True,0,0.0,False
69,40.694513,-73.996924,40.752351,-73.978941,Brooklyn Heights Prom.,Grand Central,nypd,ok,,9.6,68.9,0.0,1.53,1,203.1,True,0,0.0,False
69,40.694513,-73.996924,40.752351,-73.978941,Brooklyn Heights Prom.,Grand Central,airbnb,ok,,9.6,68.9,0.0,4.081,1,203.1,True,0,0.0,False
70,40.755475,-73.986321,40.695884,-73.99892,Times Square,Brooklyn Heights Prom.,baseline,ok,,9.99,73.6,0.0,0.499,2,295.3,True,0,0.0,False
70,40.755475,-73.986321,40.695884,-73.99892,Times Square,Brooklyn Heights Prom.,nypd,ok,,9.98,73.5,-0.1,1.532,1,229.8,True,1,61.6,True
70,40.755475,-73.986321,40.695884,-73.99892,Times Square,Brooklyn Heights Prom.,airbnb,ok,,9.99,73.6,0.0,4.499,2,295.3,True,0,0.0,False
71,40.773976,-73.982583,40.738936,-74.005454,Lincoln Center,High Line (Whitney),baseline,ok,,4.43,53.1,0.0,0.506,2,532.8,True,6,554.2,True
71,40.773976,-73.982583,40.738936,-74.005454,Lincoln Center,High Line (Whitney),nypd,ok,,4.65,55.8,4.97,1.506,0,0.0,False,3,470.7,True
71,40.773976,-73.982583,40.738936,-74.005454,Lincoln Center,High Line (Whitney),airbnb,ok,,5.12,61.4,15.58,3.734,2,864.8,True,0,0.0,False
72,40.71863,-74.000525,40.771961,-73.981678,Little Italy,Lincoln Center,baseline,ok,,6.5,78.0,0.0,0.587,7,3130.0,True,4,329.5,True
72,40.71863,-74.000525,40.771961,-73.981678,Little Italy,Lincoln Center,nypd,ok,,7.01,84.1,7.85,2.244,1,150.1,True,5,543.6,True
72,40.71863,-74.000525,40.771961,-73.981678,Little Italy,Lincoln Center,airbnb,ok,,6.9,82.8,6.15,4.816,5,1392.2,True,1,23.5,True
73,40.707015,-73.999931,40.718254,-73.99669,South Street Seaport,Little Italy,baseline,ok,,1.43,17.1,0.0,0.574,0,0.0,False,0,0.0,False
73,40.707015,-73.999931,40.718254,-73.99669,South Street Seaport,Little Italy,nypd,ok,,1.43,17.1,0.0,1.33,0,0.0,False,0,0.0,False
73,40.707015,-73.999931,40.718254,-73.99669,South Street Seaport,Little Italy,airbnb,ok,,1.43,17.1,0.0,2.549,0,0.0,False,0,0.0,False
74,40.704374,-74.014261,40.770806,-73.982002,Battery Park,Lincoln Center,baseline,ok,,10.09,76.0,0.0,0.75,1,0.0,True,1,47.9,True
74,40.704374,-74.014261,40.770806,-73.982002,Battery Park,Lincoln Center,nypd,ok,,10.07,75.7,-0.2,2.034,0,0.0,False,1,47.9,True
74,40.704374,-74.014261,40.770806,-73.982002,Battery Park,Lincoln Center,airbnb,ok,,10.1,76.1,0.1,5.855,1,0.0,True,0,0.0,False
75,40.756691,-73.984685,40.71464,-73.999243,Times Square,Chinatown,baseline,ok,,5.22,62.6,0.0,0.814,5,1784.6,True,3,198.4,True
75,40.756691,-73.984685,40.71464,-73.999243,Times Square,Chinatown,nypd,ok,,5.81,69.7,11.3,2.257,1,536.0,True,3,37.4,True
75,40.756691,-73.984685,40.71464,-73.999243,Times Square,Chinatown,airbnb,ok,,5.46,65.5,4.6,4.186,4,1120.6,True,0,0.0,False
76,40.704868,-73.996624,40.773232,-73.986747,Brooklyn Bridge (Mnh),Lincoln Center,baseline,ok,,12.04,74.9,0.0,0.581,0,0.0,False,0,0.0,False
76,40.704868,-73.996624,40.773232,-73.986747,Brooklyn Bridge (Mnh),Lincoln Center,nypd,ok,,12.04,74.9,0.0,1.764,0,0.0,False,0,0.0,False
76,40.704868,-73.996624,40.773232,-73.986747,Brooklyn Bridge (Mnh),Lincoln Center,airbnb,ok,,12.04,74.9,0.0,4.364,0,0.0,False,0,0.0,False
77,40.741517,-74.006201,40.771403,-73.981058,Chelsea Market,Lincoln Center,baseline,ok,,4.2,50.4,0.0,0.564,1,161.7,True,7,338.4,True
77,40.741517,-74.006201,40.771403,-73.981058,Chelsea Market,Lincoln Center,nypd,ok,,4.2,50.4,0.0,1.294,1,161.7,True,7,338.4,True
77,40.741517,-74.006201,40.771403,-73.981058,Chelsea Market,Lincoln Center,airbnb,ok,,4.91,58.9,16.9,3.509,4,1046.4,True,0,0.0,False
78,40.731324,-73.999163,40.773494,-73.983108,Washington Square Park,Lincoln Center,baseline,ok,,5.26,63.1,0.0,0.619,4,2176.0,True,3,191.5,True
78,40.731324,-73.999163,40.773494,-73.983108,Washington Square Park,Lincoln Center,nypd,ok,,5.42,65.1,3.04,1.644,1,483.0,True,3,470.7,True
78,40.731324,-73.999163,40.773494,-73.983108,Washington Square Park,Lincoln Center,airbnb,ok,,5.5,66.0,4.56,3.76,3,1347.8,True,0,0.0,False
79,40.705535,-73.988848,40.734707,-73.992772,DUMBO,Union Square,baseline,ok,,6.08,68.7,0.0,0.499,2,568.4,True,2,189.0,True
79,40.705535,-73.988848,40.734707,-73.992772,DUMBO,Union Square,nypd,error,no route found,,,,1.458,,,,,,
79,40.705535,-73.988848,40.734707,-73.992772,DUMBO,Union Square,airbnb,ok,,6.17,69.8,1.48,5.158,3,861.0,True,0,0.0,False
80,40.737746,-74.007895,40.778657,-73.964665,High Line (Whitney),The Met (Museum Mile),baseline,ok,,6.34,76.1,0.0,1.233,3,1448.9,True,3,489.6,True
80,40.737746,-74.007895,40.778657,-73.964665,High Line (Whitney),The Met (Museum Mile),nypd,ok,,6.35,76.2,0.16,2.534,0,0.0,False,3,470.7,True
80,40.737746,-74.007895,40.778657,-73.964665,High Line (Whitney),The Met (Museum Mile),airbnb,ok,,6.77,81.2,6.78,6.641,4,730.3,True,0,0.0,False
81,40.758464,-73.982412,40.751892,-73.980216,Times Square,Grand Central,baseline,ok,,1.06,12.7,0.0,1.028,2,208.7,True,0,0.0,False
81,40.758464,-73.982412,40.751892,-73.980216,Times Square,Grand Central,nypd,ok,,1.07,12.8,0.94,1.737,1,63.9,True,1,15.3,True
81,40.758464,-73.982412,40.751892,-73.980216,Times Square,Grand Central,airbnb,ok,,1.06,12.7,0.0,2.446,2,208.7,True,0,0.0,False
82,40.707853,-73.998219,40.76663,-73.976676,Brooklyn Bridge (Mnh),Central Park South,baseline,ok,,7.52,90.3,0.0,1.1,6,2236.5,True,2,198.5,True
82,40.707853,-73.998219,40.76663,-73.976676,Brooklyn Bridge (Mnh),Central Park South,nypd,ok,,8.46,101.5,12.5,3.466,0,0.0,False,3,470.7,True
82,40.707853,-73.998219,40.76663,-73.976676,Brooklyn Bridge (Mnh),Central Park South,airbnb,ok,,7.72,92.7,2.66,7.822,5,2172.3,True,0,0.0,False
83,40.704264,-73.99784,40.77255,-73.985509,Brooklyn Bridge (Mnh),Lincoln Center,baseline,ok,,11.85,73.8,0.0,1.276,0,0.0,False,0,0.0,False
83,40.704264,-73.99784,40.77255,-73.985509,Brooklyn Bridge (Mnh),Lincoln Center,nypd,ok,,11.85,73.8,0.0,2.633,0,0.0,False,0,0.0,False
83,40.704264,-73.99784,40.77255,-73.985509,Brooklyn Bridge (Mnh),Lincoln Center,airbnb,ok,,11.85,73.8,0.0,5.479,0,0.0,False,0,0.0,False
84,40.708,-73.99892,40.737372,-73.992387,Brooklyn Bridge (Mnh),Union Square,baseline,ok,,3.99,47.9,0.0,1.06,2,964.1,True,0,0.0,False
84,40.708,-73.99892,40.737372,-73.992387,Brooklyn Bridge (Mnh),Union Square,nypd,ok,,4.08,48.9,2.26,2.086,1,591.2,True,0,0.0,False
84,40.708,-73.99892,40.737372,-73.992387,Brooklyn Bridge (Mnh),Union Square,airbnb,ok,,3.99,47.9,0.0,6.845,2,964.1,True,0,0.0,False
85,40.703799,-73.996413,40.742324,-74.004284,Brooklyn Bridge (Mnh),Chelsea Market,baseline,ok,,6.17,74.0,0.0,1.048,2,653.2,True,0,0.0,False
85,40.703799,-73.996413,40.742324,-74.004284,Brooklyn Bridge (Mnh),Chelsea Market,nypd,ok,,6.45,77.3,4.54,2.334,0,0.0,False,0,0.0,False
85,40.703799,-73.996413,40.742324,-74.004284,Brooklyn Bridge (Mnh),Chelsea Market,airbnb,ok,,6.17,74.0,0.0,6.308,2,653.2,True,0,0.0,False
86,40.751256,-73.983617,40.722971,-74.00021,Bryant Park,SoHo,baseline,ok,,3.68,44.2,0.0,1.221,3,1314.2,True,0,0.0,False
86,40.751256,-73.983617,40.722971,-74.00021,Bryant Park,SoHo,nypd,ok,,4.59,55.1,24.73,2.391,1,383.3,True,0,0.0,False
86,40.751256,-73.983617,40.722971,-74.00021,Bryant Park,SoHo,airbnb,ok,,3.68,44.2,0.0,5.091,3,1314.2,True,0,0.0,False
87,40.748203,-73.983811,40.77792,-73.963704,Empire State Building,The Met (Museum Mile),baseline,ok,,3.81,45.7,0.0,1.04,2,532.3,True,0,0.0,False
87,40.748203,-73.983811,40.77792,-73.963704,Empire State Building,The Met (Museum Mile),nypd,ok,,4.39,52.7,15.22,2.103,0,0.0,False,0,0.0,False
87,40.748203,-73.983811,40.77792,-73.963704,Empire State Building,The Met (Museum Mile),airbnb,ok,,3.81,45.7,0.0,4.326,2,532.3,True,0,0.0,False
88,40.759659,-73.976891,40.729724,-73.996459,Rockefeller Center,Washington Square Park,baseline,ok,,3.77,45.3,0.0,1.025,4,1121.9,True,0,0.0,False
88,40.759659,-73.976891,40.729724,-73.996459,Rockefeller Center,Washington Square Park,nypd,ok,,4.8,57.6,27.32,2.303,0,0.0,False,0,0.0,False
88,40.759659,-73.976891,40.729724,-73.996459,Rockefeller Center,Washington Square Park,airbnb,ok,,3.77,45.3,0.0,4.839,4,1121.9,True,0,0.0,False
89,40.720805,-73.996372,40.714905,-73.955017,Little Italy,Williamsburg (Bedford),baseline,ok,,4.11,49.4,0.0,1.02,2,556.1,True,3,195.0,True
89,40.720805,-73.996372,40.714905,-73.955017,Little Italy,Williamsburg (Bedford),nypd,ok,,8.59,75.5,109.0,2.55,0,0.0,False,0,0.0,False
89,40.720805,-73.996372,40.714905,-73.955017,Little Italy,Williamsburg (Bedford),airbnb,ok,,8.62,75.9,109.73,6.429,0,0.0,False,0,0.0,False
90,40.674576,-73.970339,40.777371,-73.96281,Prospect Park (GAP),The Met (Museum Mile),baseline,ok,,13.87,134.1,0.0,0.933,2,573.1,True,2,112.3,True
90,40.674576,-73.970339,40.777371,-73.96281,Prospect Park (GAP),The Met (Museum Mile),nypd,ok,,13.88,134.1,0.07,3.577,0,0.0,False,1,91.9,True
90,40.674576,-73.970339,40.777371,-73.96281,Prospect Park (GAP),The Met (Museum Mile),airbnb,ok,,13.98,135.3,0.79,11.134,2,353.0,True,0,0.0,False
91,40.70882,-74.013764,40.713495,-73.995304,Wall Street,Chinatown,baseline,ok,,1.87,22.5,0.0,0.964,1,944.4,True,1,77.2,True
91,40.70882,-74.013764,40.713495,-73.995304,Wall Street,Chinatown,nypd,ok,,2.7,32.4,44.39,2.287,0,0.0,False,0,0.0,False
91,40.70882,-74.013764,40.713495,-73.995304,Wall Street,Chinatown,airbnb,ok,,1.91,23.0,2.14,4.538,1,984.9,True,0,0.0,False
92,40.811236,-73.950112,40.716529,-73.954634,Harlem (125th St),Williamsburg (Bedford),baseline,ok,,13.56,120.2,0.0,1.025,2,2120.5,True,7,342.9,True
92,40.811236,-73.950112,40.716529,-73.954634,Harlem (125th St),Williamsburg (Bedford),nypd,ok,,13.91,124.4,2.58,3.073,0,0.0,False,4,259.3,True
92,40.811236,-73.950112,40.716529,-73.954634,Harlem (125th St),Williamsburg (Bedford),airbnb,ok,,13.71,122.1,1.11,8.611,2,1121.1,True,0,0.0,False
93,40.702478,-73.992241,40.75761,-73.988646,DUMBO,Times Square,baseline,ok,,11.47,68.9,0.0,0.976,2,85.7,True,1,25.5,True
93,40.702478,-73.992241,40.75761,-73.988646,DUMBO,Times Square,nypd,ok,,11.64,70.9,1.48,2.274,1,137.4,True,3,382.5,True
93,40.702478,-73.992241,40.75761,-73.988646,DUMBO,Times Square,airbnb,ok,,11.48,69.0,0.09,5.161,2,137.4,True,0,0.0,False
94,40.703485,-73.997651,40.756543,-73.980555,Brooklyn Bridge (Mnh),Rockefeller Center,baseline,ok,,9.12,62.9,0.0,0.846,1,346.4,True,0,0.0,False
94,40.703485,-73.997651,40.756543,-73.980555,Brooklyn Bridge (Mnh),Rockefeller Center,nypd,ok,,9.13,63.0,0.11,2.159,0,0.0,False,0,0.0,False
94,40.703485,-73.997651,40.756543,-73.980555,Brooklyn Bridge (Mnh),Rockefeller Center,airbnb,ok,,9.12,62.9,0.0,4.512,1,346.4,True,0,0.0,False
95,40.771794,-73.983052,40.759047,-73.982479,Lincoln Center,Times Square,baseline,ok,,1.67,20.1,0.0,0.486,1,476.5,True,0,0.0,False
95,40.771794,-73.983052,40.759047,-73.982479,Lincoln Center,Times Square,nypd,error,no route found,,,,0.792,,,,,,
95,40.771794,-73.983052,40.759047,-73.982479,Lincoln Center,Times Square,airbnb,ok,,1.73,20.8,3.59,1.963,1,470.4,True,0,0.0,False
96,40.721816,-74.002427,40.704442,-74.018421,SoHo,Battery Park,baseline,ok,,2.54,30.4,0.0,0.518,2,1172.5,True,2,80.8,True
96,40.721816,-74.002427,40.704442,-74.018421,SoHo,Battery Park,nypd,ok,,2.91,35.0,14.57,1.402,1,359.7,True,0,0.0,False
96,40.721816,-74.002427,40.704442,-74.018421,SoHo,Battery Park,airbnb,ok,,2.7,32.4,6.3,2.963,2,900.1,True,0,0.0,False
97,40.724482,-74.002118,40.707135,-74.002222,SoHo,South Street Seaport,baseline,ok,,2.41,28.9,0.0,0.519,1,2.2,True,0,0.0,False
97,40.724482,-74.002118,40.707135,-74.002222,SoHo,South Street Seaport,nypd,ok,,2.42,29.1,0.41,1.179,0,0.0,False,0,0.0,False
97,40.724482,-74.002118,40.707135,-74.002222,SoHo,South Street Seaport,airbnb,ok,,2.41,28.9,0.0,2.587,1,2.2,True,0,0.0,False
98,40.707825,-74.01412,40.730858,-74.000178,Wall Street,Washington Square Park,baseline,ok,,2.92,35.0,0.0,0.676,3,1086.4,True,0,0.0,False
98,40.707825,-74.01412,40.730858,-74.000178,Wall Street,Washington Square Park,nypd,ok,,3.3,39.6,13.01,1.671,1,221.4,True,0,0.0,False
98,40.707825,-74.01412,40.730858,-74.000178,Wall Street,Washington Square Park,airbnb,ok,,2.92,35.0,0.0,3.637,3,1086.4,True,0,0.0,False
99,40.729009,-73.999557,40.738698,-74.007712,Washington Square Park,High Line (Whitney),baseline,ok,,1.53,18.4,0.0,0.523,1,709.8,True,1,75.9,True
99,40.729009,-73.999557,40.738698,-74.007712,Washington Square Park,High Line (Whitney),nypd,ok,,1.53,18.4,0.0,1.024,1,709.8,True,1,75.9,True
99,40.729009,-73.999557,40.738698,-74.007712,Washington Square Park,High Line (Whitney),airbnb,ok,,1.62,19.4,5.88,1.982,1,917.2,True,0,0.0,False
100,40.750132,-73.976443,40.67337,-73.968676,Grand Central,Prospect Park (GAP),baseline,ok,,10.22,90.2,0.0,0.562,0,0.0,False,1,91.9,True
100,40.750132,-73.976443,40.67337,-73.968676,Grand Central,Prospect Park (GAP),nypd,ok,,10.22,90.2,0.0,2.077,0,0.0,False,1,91.9,True
100,40.750132,-73.976443,40.67337,-73.968676,Grand Central,Prospect Park (GAP),airbnb,ok,,10.33,91.6,1.08,5.304,0,0.0,False,0,0.0,False
