date,year,hour,lat,lon,precinct,borough,offense_desc,law_category,premise_type
2023-07-18,2023,13.0,40.832623,-73.941458,33,MANHATTAN,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,12.0,40.711721,-73.943069,90,BROOKLYN,GRAND LARCENY,FELONY,FAST FOOD
2023-07-17,2023,23.0,40.753264,-73.943133,114,QUEENS,HARRASSMENT 2,VIOLATION,HOTEL/MOTEL
2023-07-18,2023,21.0,40.66240687335,-73.96515247107,78,BROOKLYN,ROBBERY,FELONY,PARK/PLAYGROUND
2023-07-18,2023,2.0,40.70249903205,-73.81496029919,103,QUEENS,ROBBERY,FELONY,PARKING LOT/GARAGE (PUBLIC)
2023-07-18,2023,5.0,40.8172,-73.944177,32,MANHATTAN,ROBBERY,FELONY,STREET
2023-07-18,2023,11.0,40.613962,-73.988524,62,BROOKLYN,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,17.0,40.813782,-73.94009,32,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,10.0,40.6648,-73.92221,73,BROOKLYN,ROBBERY,FELONY,DEPARTMENT STORE
2023-07-17,2023,23.0,40.755704,-73.987198,14,MANHATTAN,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,19.0,40.85426436436,-73.8693785561,49,BRONX,HARRASSMENT 2,VIOLATION,PARK/PLAYGROUND
2023-07-17,2023,23.0,40.755704,-73.987198,14,MANHATTAN,FELONY ASSAULT,FELONY,STREET
2023-07-17,2023,17.0,40.821729,-73.892866,41,BRONX,ROBBERY,FELONY,STREET
2023-07-17,2023,16.0,40.756069,-73.964556,17,MANHATTAN,GRAND LARCENY,FELONY,RESTAURANT/DINER
2023-07-18,2023,22.0,40.82403172341,-73.94475817615,30,MANHATTAN,DANGEROUS WEAPONS,MISDEMEANOR,TRANSIT - NYC SUBWAY
2023-07-18,2023,18.0,40.715487,-74.015123,1,MANHATTAN,GRAND LARCENY,FELONY,RESTAURANT/DINER
2023-07-18,2023,20.0,40.86602613167,-73.9258722992,34,MANHATTAN,DANGEROUS WEAPONS,FELONY,STREET
2023-07-18,2023,13.0,40.803868,-73.966921,24,MANHATTAN,GRAND LARCENY,FELONY,DRUG STORE
2023-07-18,2023,0.0,40.852571,-73.893695,48,BRONX,FELONY ASSAULT,FELONY,PARK/PLAYGROUND
2023-07-18,2023,17.0,40.741115,-73.988554,13,MANHATTAN,GRAND LARCENY,FELONY,CHAIN STORE
2023-07-18,2023,11.0,40.75353270126,-73.99453689202,14,MANHATTAN,SEX CRIMES,MISDEMEANOR,STREET
2023-07-18,2023,11.0,40.757826,-73.919931,114,QUEENS,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,15.0,40.623661,-73.989187,66,BROOKLYN,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,0.0,40.83266,-73.901219,42,BRONX,ROBBERY,FELONY,STREET
2023-07-16,2023,16.0,40.759778,-73.966407,17,MANHATTAN,GRAND LARCENY,FELONY,FOOD SUPERMARKET
2023-07-18,2023,17.0,40.76231580042,-73.82744800186,109,QUEENS,SEX CRIMES,MISDEMEANOR,TRANSIT - NYC SUBWAY
2023-07-18,2023,19.0,40.667487,-73.897168,75,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,20.0,40.714608,-74.011443,1,MANHATTAN,GRAND LARCENY,FELONY,CHAIN STORE
2023-07-18,2023,19.0,40.829896,-73.897371,42,BRONX,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,10.0,40.749355,-73.999244,10,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,13.0,40.827607,-73.908945,42,BRONX,ROBBERY,FELONY,STREET
2023-07-18,2023,1.0,40.700148,-73.912188,83,BROOKLYN,HARRASSMENT 2,VIOLATION,GROCERY/BODEGA
2023-07-17,2023,23.0,40.69656543775,-73.79124747557,103,QUEENS,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,16.0,40.690427,-73.984768,84,BROOKLYN,GRAND LARCENY,FELONY,DEPARTMENT STORE
2023-07-17,2023,23.0,40.852834,-73.851621,49,BRONX,ROBBERY,FELONY,STREET
2023-07-11,2023,12.0,40.643821,-73.969405,70,BROOKLYN,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,0.0,40.82625848023,-73.88880442661,41,BRONX,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,23.0,40.79156983326,-73.94467676957,23,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,PARKING LOT/GARAGE (PUBLIC)
2023-07-18,2023,18.0,40.81289293768,-73.92011885283,40,BRONX,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,20.0,40.76039613927,-73.76750253495,111,QUEENS,SEX CRIMES,MISDEMEANOR,STREET
2023-07-18,2023,0.0,40.87498709857,-73.85143167314,47,BRONX,DANGEROUS WEAPONS,MISDEMEANOR,STREET
2023-07-18,2023,0.0,40.70247387178,-73.7999208697,103,QUEENS,HARRASSMENT 2,VIOLATION,BUS (NYC TRANSIT)
2023-07-18,2023,6.0,40.68239827933,-73.84007215775,106,QUEENS,SEX CRIMES,MISDEMEANOR,STREET
2023-07-17,2023,13.0,40.818399,-73.887507,41,BRONX,HARRASSMENT 2,VIOLATION,STREET
2023-07-17,2023,11.0,40.612833,-74.000449,62,BROOKLYN,GRAND LARCENY,FELONY,STORE UNCLASSIFIED
2023-07-15,2023,4.0,40.83819352071,-73.91226789724,44,BRONX,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,0.0,40.68372149163,-73.7846750455,113,QUEENS,DANGEROUS WEAPONS,FELONY,STREET
2023-07-18,2023,7.0,40.737957,-73.998262,6,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,11.0,40.80780948223,-73.92383839303,40,BRONX,ROBBERY,FELONY,STREET
2023-07-17,2023,19.0,40.747586,-73.989392,14,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,CLOTHING/BOUTIQUE
2023-07-18,2023,16.0,40.832733,-73.92187,44,BRONX,ROBBERY,FELONY,STREET
2023-07-18,2023,11.0,40.690859,-73.985848,84,BROOKLYN,GRAND LARCENY,FELONY,DEPARTMENT STORE
2023-07-18,2023,20.0,40.802758,-73.9386,25,MANHATTAN,HARRASSMENT 2,VIOLATION,GROCERY/BODEGA
2023-07-18,2023,20.0,40.575159,-73.998027,60,BROOKLYN,FELONY ASSAULT,FELONY,GROCERY/BODEGA
2023-07-18,2023,14.0,40.75712499169,-73.97190691152,17,(NULL),ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,TRANSIT - NYC SUBWAY
2023-07-17,2023,18.0,40.66085404898,-73.97957783416,72,BROOKLYN,HARRASSMENT 2,VIOLATION,TUNNEL
2023-07-18,2023,11.0,40.80812,-73.923605,40,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,0.0,40.696212,-73.801602,103,QUEENS,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,22.0,40.68057934,-73.97431601,78,BROOKLYN,ROBBERY,FELONY,PARK/PLAYGROUND
2023-07-18,2023,19.0,40.74270647323,-73.98452562097,13,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,18.0,40.752429,-73.97533,14,MANHATTAN,GRAND LARCENY,FELONY,CHAIN STORE
2023-07-18,2023,17.0,40.835123472,-73.94551147353,33,MANHATTAN,ROBBERY,FELONY,PARK/PLAYGROUND
2023-07-18,2023,1.0,40.80574267032,-73.94275414524,25,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,PARK/PLAYGROUND
2023-07-18,2023,0.0,40.85189103336,-73.89431735438,48,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,19.0,40.64861355106,-73.90525720323,69,BROOKLYN,SEX CRIMES,MISDEMEANOR,DEPARTMENT STORE
2023-07-18,2023,1.0,40.639476,-73.945447,67,BROOKLYN,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,17.0,40.747937,-73.976511,17,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-17,2023,22.0,40.759049,-73.985221,18,MANHATTAN,ROBBERY,FELONY,STREET
2023-07-18,2023,15.0,40.733701,-74.004419,6,MANHATTAN,HARRASSMENT 2,VIOLATION,STREET
2023-07-07,2023,14.0,40.757598,-73.977885,18,MANHATTAN,GRAND LARCENY,FELONY,DEPARTMENT STORE
2023-07-18,2023,17.0,40.8441,-73.888469,48,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,1.0,40.8815905775,-73.84703395188,47,BRONX,GRAND LARCENY,FELONY,STREET
2023-04-18,2023,14.0,40.674582,-73.886609,75,BROOKLYN,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,14.0,40.820743,-73.848431,43,BRONX,DANGEROUS WEAPONS,MISDEMEANOR,STREET
2023-07-12,2023,12.0,40.67207528547,-73.9113364355,73,BROOKLYN,GRAND LARCENY,FELONY,STREET
2023-06-15,2023,17.0,40.75170125169,-73.9864003421,14,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-08,2023,12.0,40.67970059,-73.77604735,113,QUEENS,GRAND LARCENY,FELONY,AIRPORT TERMINAL
2023-07-17,2023,15.0,40.683291,-73.974852,78,BROOKLYN,GRAND LARCENY,FELONY,CHAIN STORE
2023-07-17,2023,20.0,40.564326,-74.129457,122,STATEN ISLAND,GRAND LARCENY,FELONY,PARKING LOT/GARAGE (PUBLIC)
2023-07-18,2023,21.0,40.707145,-74.004529,1,MANHATTAN,GRAND LARCENY,FELONY,CHAIN STORE
2023-07-18,2023,5.0,40.860989,-73.905336,52,BRONX,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,14.0,40.86701515902,-73.92310894631,34,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,9.0,40.683368,-73.863132,102,QUEENS,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,16.0,40.540551,-74.147487,122,STATEN ISLAND,GRAND LARCENY,FELONY,DRUG STORE
2023-07-18,2023,10.0,40.627259,-74.165999,121,STATEN ISLAND,HARRASSMENT 2,VIOLATION,CHAIN STORE
2023-07-18,2023,21.0,40.730905,-73.981442,9,MANHATTAN,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,20.0,40.603763,-73.993733,62,BROOKLYN,ROBBERY,FELONY,STREET
2023-07-18,2023,0.0,40.768911,-73.98499,18,MANHATTAN,HARRASSMENT 2,VIOLATION,GROCERY/BODEGA
2023-07-17,2023,23.0,40.750369,-73.858582,110,QUEENS,HARRASSMENT 2,VIOLATION,RESTAURANT/DINER
2023-07-18,2023,1.0,40.80574267032,-73.94275414524,25,MANHATTAN,FELONY ASSAULT,FELONY,PARK/PLAYGROUND
2023-07-18,2023,9.0,40.60913068562,-73.95740454842,61,BROOKLYN,GRAND LARCENY,FELONY,TRANSIT - NYC SUBWAY
2023-07-18,2023,2.0,40.671266,-73.795921,113,QUEENS,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,9.0,40.846797,-73.907843,46,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,19.0,40.82758,-73.886248,42,BRONX,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,13.0,40.670939,-73.770548,113,QUEENS,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,21.0,40.65338672297,-73.93735644526,67,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-06-16,2023,12.0,40.527884,-74.227217,123,STATEN ISLAND,GRAND LARCENY,FELONY,DEPARTMENT STORE
2023-07-11,2023,11.0,40.5748740354,-73.84429866993,100,QUEENS,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,23.0,40.824932,-73.878321,43,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-06-18,2023,2.0,40.867354,-73.922162,34,MANHATTAN,GRAND LARCENY,FELONY,BAR/NIGHT CLUB
2023-07-18,2023,11.0,40.80437576971,-73.93742023722,25,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,TRANSIT - NYC SUBWAY
2023-07-18,2023,15.0,40.683651,-73.851542,102,QUEENS,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,7.0,40.767379,-73.980284,18,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,4.0,40.69498233738,-73.79008763261,103,QUEENS,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-17,2023,23.0,40.763726,-73.938348,114,QUEENS,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,11.0,40.68138288715,-73.95351499304,79,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,16.0,40.612038,-73.981464,62,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,17.0,40.72264099648,-73.85154182168,112,QUEENS,SEX CRIMES,MISDEMEANOR,STREET
2023-07-18,2023,9.0,40.75989894581,-73.98042462261,18,MANHATTAN,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,4.0,40.69664708871,-73.77627033228,113,QUEENS,DANGEROUS WEAPONS,FELONY,STREET
2023-07-18,2023,8.0,40.70206015193,-73.99261375802,84,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,13.0,40.754676,-73.986752,14,MANHATTAN,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,21.0,40.86994867802,-73.90403650576,52,BRONX,DANGEROUS WEAPONS,FELONY,STREET
2023-07-18,2023,22.0,40.691822,-73.856939,102,QUEENS,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,19.0,40.691005,-73.983456,84,BROOKLYN,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,23.0,40.70247387178,-73.7999208697,103,QUEENS,DANGEROUS WEAPONS,MISDEMEANOR,TRANSIT - NYC SUBWAY
2023-07-18,2023,21.0,40.825869,-73.919357,44,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,GROCERY/BODEGA
2023-07-18,2023,16.0,40.740029,-73.786296,107,QUEENS,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,CHAIN STORE
2023-07-18,2023,16.0,40.744195,-73.885607,110,QUEENS,HARRASSMENT 2,VIOLATION,PARK/PLAYGROUND
2023-07-18,2023,19.0,40.715353,-73.781672,107,QUEENS,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,8.0,40.79862228022,-73.94161894101,25,MANHATTAN,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,17.0,40.750423,-73.98928,14,MANHATTAN,ROBBERY,FELONY,DEPARTMENT STORE
2023-07-18,2023,20.0,40.865029,-73.926944,34,MANHATTAN,HARRASSMENT 2,VIOLATION,STREET
2023-07-13,2023,15.0,40.8659032875,-73.90438942683,52,BRONX,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,14.0,40.815278,-73.926109,40,BRONX,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,15.0,40.825068,-73.940285,32,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,FAST FOOD
2023-07-18,2023,23.0,40.687047,-73.832233,102,QUEENS,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,7.0,40.62600540854,-74.07524445892,120,STATEN ISLAND,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,23.0,40.66827221409,-73.90262523316,73,BROOKLYN,DANGEROUS WEAPONS,MISDEMEANOR,TRANSIT - NYC SUBWAY
2023-07-18,2023,16.0,40.515694,-74.233696,123,STATEN ISLAND,GRAND LARCENY,FELONY,CHAIN STORE
2023-07-18,2023,6.0,40.86595726696,-73.92986745193,34,MANHATTAN,ROBBERY,FELONY,STREET
2023-07-18,2023,19.0,40.856734,-73.900366,46,BRONX,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,22.0,40.637067,-74.076204,120,STATEN ISLAND,ROBBERY,FELONY,STREET
2023-07-18,2023,21.0,40.77286354617,-73.98953706667,20,MANHATTAN,ROBBERY,FELONY,STREET
2023-07-18,2023,20.0,40.70794,-73.961064,90,BROOKLYN,MURDER & NON-NEGL. MANSLAUGHTER,FELONY,GROCERY/BODEGA
2023-07-18,2023,17.0,40.664151,-73.944487,71,BROOKLYN,DANGEROUS WEAPONS,MISDEMEANOR,STREET
2023-07-18,2023,0.0,40.740942,-73.992126,13,MANHATTAN,ROBBERY,FELONY,RESTAURANT/DINER
2023-07-18,2023,20.0,40.708446,-73.961778,90,BROOKLYN,FELONY ASSAULT,FELONY,STREET
2023-07-18,2023,1.0,40.77534,-73.963887,19,MANHATTAN,HARRASSMENT 2,VIOLATION,HOTEL/MOTEL
2023-07-18,2023,20.0,40.841616,-73.941022,33,MANHATTAN,FELONY ASSAULT,FELONY,STREET
2023-07-16,2023,2.0,40.81591307653,-73.94514930665,32,MANHATTAN,SEX CRIMES,MISDEMEANOR,STREET
2023-07-18,2023,8.0,40.682629,-73.835763,106,QUEENS,HARRASSMENT 2,VIOLATION,STREET
2023-07-18,2023,22.0,40.79607431283,-73.96706674581,24,MANHATTAN,RAPE,FELONY,PARK/PLAYGROUND
2023-07-18,2023,8.0,40.743973,-73.925669,108,QUEENS,ROBBERY,FELONY,STREET
2023-07-18,2023,13.0,40.80812,-73.923605,40,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-18,2023,16.0,40.807094,-73.943873,28,MANHATTAN,DANGEROUS WEAPONS,MISDEMEANOR,CHAIN STORE
2023-07-18,2023,8.0,40.725288,-73.991202,9,MANHATTAN,ROBBERY,FELONY,STREET
2023-07-18,2023,13.0,40.832623,-73.941458,33,MANHATTAN,FELONY ASSAULT,FELONY,STREET
2023-05-03,2023,8.0,40.766554,-73.960005,19,MANHATTAN,GRAND LARCENY,FELONY,GROCERY/BODEGA
2023-07-17,2023,11.0,40.71973991172,-73.95782087242,94,BROOKLYN,GRAND LARCENY,FELONY,STREET
2023-07-18,2023,3.0,40.823533,-73.939551,32,MANHATTAN,DANGEROUS WEAPONS,FELONY,STREET
2023-07-18,2023,19.0,40.58893032973,-74.09524641908,122,STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-17,2023,22.0,40.643566,-74.074001,120,STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,FERRY/FERRY TERMINAL
2023-07-18,2023,18.0,40.66827221409,-73.90262523316,73,BROOKLYN,ROBBERY,FELONY,TRANSIT - NYC SUBWAY
2023-07-17,2023,0.0,40.6885651425,-73.93018023775,81,BROOKLYN,HARRASSMENT 2,VIOLATION,BUS STOP
2023-07-17,2023,22.0,40.829628,-73.874169,43,BRONX,FELONY ASSAULT,FELONY,STREET
2023-07-17,2023,13.0,40.679182,-73.74981,105,QUEENS,HARRASSMENT 2,VIOLATION,DRUG STORE
2023-07-17,2023,20.0,40.629767,-73.960328,70,BROOKLYN,FELONY ASSAULT,FELONY,STREET
2023-07-17,2023,9.0,40.689226,-73.840011,102,QUEENS,FELONY ASSAULT,FELONY,STREET
2023-07-17,2023,10.0,40.642166,-73.957267,70,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-07-17,2023,17.0,40.577896,-73.960099,60,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,CHAIN STORE
2023-07-17,2023,3.0,40.6956993682,-73.90425846257,83,BROOKLYN,ROBBERY,FELONY,STREET
2023-07-17,2023,16.0,40.73675230349,-73.87767019292,110,QUEENS,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,TRANSIT - NYC SUBWAY
2023-07-17,2023,7.0,40.623977,-74.081548,120,STATEN ISLAND,FELONY ASSAULT,FELONY,STREET
2023-07-17,2023,5.0,40.75393350535,-73.9643466227,17,MANHATTAN,ROBBERY,FELONY,STREET
2023-07-17,2023,12.0,40.75686084,-73.87565627,115,QUEENS,DANGEROUS WEAPONS,MISDEMEANOR,AIRPORT TERMINAL
2023-07-17,2023,4.0,40.875393,-73.87339,52,BRONX,ROBBERY,FELONY,STREET
2023-07-17,2023,19.0,40.640051,-74.078374,120,STATEN ISLAND,HARRASSMENT 2,VIOLATION,CHAIN STORE
2023-07-17,2023,14.0,40.770926,-73.992862,18,MANHATTAN,GRAND LARCENY,FELONY,STREET
2022-07-26,2022,18.0,40.59123,-73.960652,61,BROOKLYN,GRAND LARCENY,FELONY,STORE UNCLASSIFIED
2023-07-17,2023,13.0,40.626851,-74.163438,121,STATEN ISLAND,ROBBERY,FELONY,DEPARTMENT STORE
2023-07-13,2023,19.0,40.518508,-74.234606,123,STATEN ISLAND,HARRASSMENT 2,VIOLATION,FAST FOOD
2023-07-17,2023,15.0,40.65565623074,-73.87343275959,75,BROOKLYN,GRAND LARCENY,FELONY,STREET
2023-07-17,2023,20.0,40.744927,-73.883633,110,QUEENS,FELONY ASSAULT,FELONY,STREET
2023-07-17,2023,18.0,40.797107,-73.945898,23,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-17,2023,0.0,40.670863,-73.902779,73,BROOKLYN,ROBBERY,FELONY,STREET
2023-07-17,2023,12.0,40.76118020223,-73.95790292283,19,MANHATTAN,HARRASSMENT 2,VIOLATION,STREET
2023-07-17,2023,15.0,40.715922,-73.995181,5,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-17,2023,16.0,40.89837544615,-73.87282227544,47,BRONX,ROBBERY,FELONY,STREET
2023-07-17,2023,21.0,40.776482,-73.989373,20,MANHATTAN,GRAND LARCENY,FELONY,STREET
2023-07-14,2023,21.0,40.82126292886,-73.9460792286,26,MANHATTAN,GRAND LARCENY,FELONY,STREET
2023-07-17,2023,10.0,40.665132,-73.902319,73,BROOKLYN,FELONY ASSAULT,FELONY,DEPARTMENT STORE
2023-07-17,2023,11.0,40.730335,-73.992624,6,MANHATTAN,GRAND LARCENY,FELONY,CHAIN STORE
2023-07-17,2023,23.0,40.80312302838,-73.94043746848,25,MANHATTAN,DANGEROUS WEAPONS,FELONY,STREET
2023-07-17,2023,8.0,40.54539717077,-74.16574334823,123,STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-17,2023,16.0,40.74940078618,-73.87572330035,115,QUEENS,FELONY ASSAULT,FELONY,STREET
2023-07-17,2023,22.0,40.67970059,-73.77604735,113,QUEENS,DANGEROUS WEAPONS,MISDEMEANOR,AIRPORT TERMINAL
2023-07-17,2023,16.0,40.68348177468,-73.96689015397,88,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-16,2023,1.0,40.68373370654,-73.75125844465,105,QUEENS,FELONY ASSAULT,FELONY,GROCERY/BODEGA
2023-07-17,2023,18.0,40.747187,-73.891957,115,QUEENS,HARRASSMENT 2,VIOLATION,RESTAURANT/DINER
2023-07-07,2023,9.0,40.718756,-73.990604,7,MANHATTAN,GRAND LARCENY,FELONY,RESTAURANT/DINER
2023-07-15,2023,2.0,40.81869144937,-73.91856919033,40,BRONX,GRAND LARCENY,FELONY,STREET
2023-07-17,2023,0.0,40.692899,-73.914034,83,BROOKLYN,FELONY ASSAULT,FELONY,STREET
2023-07-17,2023,22.0,40.75144155823,-73.9760491033,14,MANHATTAN,DANGEROUS WEAPONS,MISDEMEANOR,TRANSIT - NYC SUBWAY
2023-07-17,2023,9.0,40.694634,-73.95567,79,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-07-16,2023,22.0,40.641462,-73.980247,66,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-07-17,2023,17.0,40.7212925645,-73.94887303003,94,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-07-17,2023,9.0,40.721132,-73.946742,94,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-07-17,2023,21.0,40.756259,-73.990501,14,MANHATTAN,FELONY ASSAULT,FELONY,BUS TERMINAL
2023-07-17,2023,15.0,40.751963,-73.815122,109,QUEENS,GRAND LARCENY,FELONY,STREET
2023-07-17,2023,13.0,40.869916,-73.912501,34,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,TRANSIT FACILITY (OTHER)
2023-07-17,2023,14.0,40.696838,-73.936507,81,BROOKLYN,FELONY ASSAULT,FELONY,STREET
2023-07-15,2023,18.0,40.801847,-73.951388,28,MANHATTAN,GRAND LARCENY,FELONY,STREET
2023-07-17,2023,16.0,40.855557,-73.85902,49,BRONX,HARRASSMENT 2,VIOLATION,STREET
2023-07-17,2023,18.0,40.724743,-73.995606,5,MANHATTAN,GRAND LARCENY,FELONY,DEPARTMENT STORE
2023-07-17,2023,22.0,40.871118,-73.888236,52,BRONX,ROBBERY,FELONY,STREET
2023-07-17,2023,20.0,40.746893,-73.997325,10,MANHATTAN,ROBBERY,FELONY,SMOKE SHOP
2023-07-15,2023,13.0,40.814603,-73.913955,40,BRONX,HARRASSMENT 2,VIOLATION,STORE UNCLASSIFIED
2023-07-17,2023,19.0,40.838226,-73.854576,43,BRONX,HARRASSMENT 2,VIOLATION,PARK/PLAYGROUND
2023-07-17,2023,9.0,40.65080714224,-73.94957212386,67,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-13,2023,12.0,40.69445,-73.950701,79,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
2023-07-17,2023,13.0,40.704094,-73.800656,103,QUEENS,GRAND LARCENY,FELONY,STREET
2023-07-17,2023,17.0,40.631284,-73.945564,70,BROOKLYN,GRAND LARCENY,FELONY,CHAIN STORE
2023-07-17,2023,8.0,40.811162,-73.892867,41,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STREET
2023-07-17,2023,8.0,40.590491,-73.970687,61,BROOKLYN,GRAND LARCENY,FELONY,CHAIN STORE
2023-07-17,2023,21.0,40.687474,-73.946186,79,BROOKLYN,ROBBERY,FELONY,STREET
2023-07-15,2023,18.0,40.68466,-73.913552,83,BROOKLYN,HARRASSMENT 2,VIOLATION,GROCERY/BODEGA
2023-07-17,2023,21.0,40.66325627052,-73.91491658022,73,BROOKLYN,ROBBERY,FELONY,STREET
2023-07-17,2023,22.0,40.68996589625,-73.7967671641,113,QUEENS,DANGEROUS WEAPONS,FELONY,STREET
2023-07-15,2023,10.0,40.82973763831,-73.93863942249,30,MANHATTAN,GRAND LARCENY,FELONY,PARK/PLAYGROUND
2023-07-17,2023,13.0,40.82191,-73.910951,40,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,PARK/PLAYGROUND
2023-07-17,2023,17.0,40.75723226526,-73.98979219055,14,MANHATTAN,GRAND LARCENY,FELONY,STREET
2023-07-15,2023,21.0,40.76989737033,-73.91342649874,114,QUEENS,HARRASSMENT 2,VIOLATION,STREET
2023-07-17,2023,8.0,40.880382,-73.917953,50,BRONX,ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,STORE UNCLASSIFIED
2023-07-17,2023,16.0,40.609926,-73.997903,62,BROOKLYN,HARRASSMENT 2,VIOLATION,STREET
