latitude,longitude,crime_count
40.672841,-73.969072,42
40.67296759,-73.94185871,18
40.67300945,-73.78808751,20
40.673082,-73.896678,20
40.673181,-73.962871,16
40.673237,-73.964989,18
40.673484,-73.934866,19
40.673496,-73.871451,21
40.673732,-73.956861,17
40.673773,-73.89635,22
40.673836,-73.916731,17
40.67401,-73.730447,20
40.67412275,-73.8808025,38
40.674129,-73.92209,16
40.674254,-73.904151,30
40.674258,-73.735572,23
40.67436,-73.863046,23
40.674386,-74.006858,24
40.67439596,-73.8965093,49
40.67441774,-73.80208156,18
40.67449568653,-73.9305713256,94
40.674581,-73.803937,18
40.674593,-73.930572,29
40.67474166,-73.99776845,53
40.674759,-73.950042,35
40.674985,-73.915233,19
40.675197,-73.961628,19
40.675207,-73.90438882,17
40.675358,-73.738213,22
40.67540324,-73.87191357,138
40.67540324752,-73.87191357758,21
40.67547,-73.871455,18
40.675575,-73.989033,18
40.67565,-73.949958,18
40.67574,-73.921938,23
40.675763,-73.915161,17
40.67598,-73.904348,39
40.67598376,-73.90437689,31
40.676006,-73.904794,18
40.676032,-73.941572,18
40.676041,-73.818665,32
40.676081,-73.961311,16
40.676281,-73.95775,21
40.6763291,-73.86546213,50
40.676388,-74.004922,23
40.676514,-73.890823,20
40.676733,-73.900419,35
40.676778,-73.972165,22
40.67680075,-73.90002424,19
40.67689409,-73.90004573,32
40.676913,-73.921385,24
40.676965,-73.922323,32
40.67697,-73.8696,16
40.677093,-73.983261,30
40.677251,-73.826039,112
40.677263,-73.949807,17
40.677285,-73.90652,30
40.677298,-73.883472,22
40.67740561,-73.9830482,26
40.67741321,-73.93031809,17
40.677488,-73.931699,43
40.677576,-73.948385,16
40.677639,-73.93447,44
40.677689,-73.924723,20
40.677738,-73.745195,16
40.677748,-73.951291,17
40.67786853,-73.90331424,57
40.677876,-73.984238,16
40.677893,-73.897998,23
40.677941,-73.904643,16
40.677962,-73.88464,21
40.677976,-73.896377,28
40.67799932,-73.97305426,31
40.67803108,-73.8916726,28
40.678119,-73.77928,20
40.678238,-73.945535,26
40.678269,-73.831596,22
40.67827803,-73.91075494,78
40.678319,-73.973281,56
40.67836481,-73.77947908,24
40.678399,-73.948296,18
40.67842838,-73.91355966,21
40.67845534,-73.9496774,18
40.678512,-73.983807,20
40.678522,-73.95087,24
40.67858725,-73.90612894,260
40.67858725342,-73.90612894099,93
40.678687,-73.778936,21
40.678768,-73.866637,23
40.6788,-73.920349,56
40.67887059,-73.9216458,46
40.678925,-73.759252,50
40.679053,-73.924929,25
40.679144,-73.983379,16
40.67918421,-73.94127644,23
40.679236,-73.886871,17
40.67927614,-73.92905788,153
40.67927614499,-73.92905788851,18
40.679284,-73.92924,18
40.6793,-73.949616,21
40.679426,-73.932112,24
40.67945442,-73.85779447,28
40.679481,-73.753709,42
40.679515,-73.885996,17
40.67951644,-73.90457012,198
40.67951644988,-73.90457012341,77
40.679623,-73.820928,17
40.67963555,-73.94958277,31
40.67965556,-73.88555528,25
40.679662,-73.936135,19
40.67970059,-73.77604735,960
40.679736,-73.861928,16
40.679758,-73.937917,29
40.67978658,-73.93843488,19
40.679794,-73.776796,32
40.679838,-73.939382,62
40.67989278,-73.85065851,20
40.679914,-73.940768,42
40.67993899,-73.94120727,61
40.67998073847,-73.7762339072,206
40.679994,-73.942235,29
40.680001,-73.752339,31
40.680013,-73.949571,47
40.680069,-73.943618,24
40.680077,-73.775929,24
40.680096,-73.840455,18
40.68011759,-73.75323687,31
40.680151,-73.945124,73
40.680332,-73.930038,34
40.680341,-73.948644,64
40.680389,-73.842547,31
40.68039035,-73.94955696,144
40.68039035689,-73.94955696439,30
40.680435,-73.950358,94
40.680554,-73.952265,54
40.680569,-73.974917,30
40.68057934,-73.97431601,134
40.68064174,-73.95337129,22
40.68066,-73.907645,20
40.6806672,-73.84271766,36
40.680672,-73.9271,21
40.68073,-73.949636,16
40.680749,-73.953886,30
40.68078561263,-73.97447511622,138
40.68087083,-73.97514425,25
40.680883,-73.944867,25
40.680997,-73.955034,23
40.68100512,-73.99434308,23
40.68107112,-73.94971508,17
40.6811367,-73.9556676,93
40.68117,-73.977239,23
40.681178,-73.972673,17
40.681261,-73.984692,39
40.681311,-73.956509,67
40.681323,-73.994128,25
40.681354,-73.975489,23
40.681458,-74.005345,19
40.681613,-73.957968,35
40.681667,-73.967052,24
40.68167463,-73.87912688,29
40.681803,-73.97681,16
40.681857,-73.878496,51
40.681899,-73.908688,19
40.68203835,-73.8778679,19
40.68218654,-73.83969047,25
40.682239,-73.877145,28
40.68238287,-73.90564046,22
40.68239827933,-73.84007215775,121
40.68265812,-73.91002437,20
40.682738,-73.976498,26
40.682923,-73.964221,30
40.682997,-73.939495,17
40.68303923,-73.96477753,42
40.683082,-73.968861,23
40.683291,-73.974852,336
40.683299,-73.911141,24
40.683447,-73.978972,21
40.68353,-73.872609,32
40.683563,-73.834042,29
40.683605,-73.967425,19
40.68365124069,-74.00030431202,36
40.6836516,-73.87218617,52
40.68372,-73.911892,17
40.68376454,-73.97875956,163
40.68376454457,-73.97875956362,31
40.68377767,-73.76974413,21
40.68387924,-74.00032571,18
40.683887,-73.791376,18
40.683918,-73.833237,17
40.68405249,-73.97745785,168
40.68405249798,-73.97745785404,26
40.684095,-73.978576,20
40.684186,-73.916084,17
40.684237,-73.832419,29
40.6842783,-73.78301466,17
40.684368,-73.950373,16
40.684454,-73.97775,476
40.684463,-73.939786,18
40.68466,-73.913552,19
40.68474872,-73.83111952,16
40.684873,-73.979545,31
40.68499,-73.938444,28
40.685131,-73.991547,18
40.685136,-73.977461,16
40.685238,-73.82987,20
40.685343,-73.919074,20
40.685528,-73.829044,16
40.685631,-73.916601,29
40.685705,-73.981681,17
40.685744,-73.978685,49
40.68576112,-73.91550083,32
40.685765,-73.991118,57
40.685774,-73.864751,16
40.685791,-73.827292,23
40.685871,-73.793581,30
40.685917,-73.915773,32
40.685948,-73.978046,38
40.685982,-73.825494,16
40.686097,-73.973907,22
40.686103,-73.824601,31
40.68620429,-73.95073523,17
40.68623422,-73.82417476,74
40.68630476,-73.79390816,19
40.68631081,-73.9744391,35
